,title,budget,popularity,release_date,revenue,runtime,vote_average,vote_count,first_genre,second_genre,third_genre,top_critic_review_count,review_count
644,The Transporter,21000000,13.217421,2002,"62,438,176.28",92,6.6,1724,Action & Adventure,Drama,,33.0,119.0
645,GoldenEye,58000000,14.686035999999998,1995,"590,918,730.27",130,6.6,1194,Action & Adventure,Mystery & Suspense,,24.0,70.0
646,The Book of Eli,80000000,14.39853,2010,"184,192,815.01",118,6.6,2207,Action & Adventure,,,48.0,199.0
647,The Italian Job,60000000,13.995044,2003,"244,680,123.50",110,6.6,1949,Action & Adventure,Classics,Comedy,6.0,21.0
648,The Italian Job,60000000,13.995044,2003,"244,680,123.50",110,6.6,1949,Action & Adventure,Drama,,6.0,21.0
649,Enchanted,85000000,11.447797999999999,2007,"419,984,045.42",107,6.6,1512,Comedy,Kids & Family,Romance,47.0,189.0
650,Real Steel,110000000,19.265552,2011,"340,253,256.98",127,6.6,2749,Action & Adventure,Drama,Science Fiction & Fantasy,48.0,226.0
651,Dear John,25000000,8.371478999999999,2010,"134,798,924.77",115,6.6,1302,Drama,Romance,,40.0,134.0
652,Die Hard 2,70000000,18.785984,1990,"469,594,114.28",124,6.6,1920,Action & Adventure,Mystery & Suspense,,16.0,51.0
653,It Follows,2000000,20.359336,2015,"15,831,903.94",100,6.6,1894,Horror,,,49.0,250.0
654,Panic Room,48000000,14.969501999999999,2002,"279,148,521.49",111,6.6,1303,Drama,Mystery & Suspense,,37.0,175.0
655,Pirates of the Caribbean: Dead Men Tell No Tales,230000000,133.82782,2017,"828,538,928.32",129,6.6,2814,Action & Adventure,Drama,,42.0,276.0
656,Cars,120000000,18.907948,2006,"585,957,793.65",117,6.6,3991,Action & Adventure,Animation,Comedy,48.0,194.0
657,Chronicle,15000000,12.47441,2012,"161,483,013.94",84,6.6,1965,Art House & International,Drama,Horror,38.0,179.0
658,Transformers,150000000,5.587707,2007,"875,411,436.30",144,6.6,4113,Action & Adventure,Science Fiction & Fantasy,,50.0,219.0
659,Disturbia,20000000,18.006895999999994,2007,"145,254,540.59",105,6.6,1038,Drama,Mystery & Suspense,,45.0,171.0
660,The Hunger Games: Mockingjay - Part 1,125000000,147.098006,2014,"812,471,603.53",123,6.6,5767,Action & Adventure,Drama,Science Fiction & Fantasy,55.0,285.0
661,The Purge: Anarchy,9000000,27.756026000000002,2014,"117,514,887.95",104,6.6,2008,Horror,,,27.0,134.0
662,2 Guns,61000000,13.336511999999999,2013,"144,794,691.38",109,6.6,1611,Action & Adventure,Drama,Mystery & Suspense,47.0,182.0
663,The Mummy,80000000,23.984065,1999,"638,306,838.42",124,6.6,2796,Classics,Horror,Romance,5.0,23.0
664,The Mummy,80000000,23.984065,1999,"638,306,838.42",124,6.6,2796,Art House & International,Classics,Horror,5.0,23.0
665,The Mummy,80000000,23.984065,1999,"638,306,838.42",124,6.6,2796,Action & Adventure,Horror,Mystery & Suspense,5.0,23.0
666,The Mummy,80000000,23.984065,1999,"638,306,838.42",124,6.6,2796,Action & Adventure,Drama,Horror,5.0,23.0
667,The Mummy,125000000,33.704935,2017,"425,413,455.42",110,5.4,2122,Classics,Horror,Romance,5.0,23.0
668,The Mummy,125000000,33.704935,2017,"425,413,455.42",110,5.4,2122,Art House & International,Classics,Horror,5.0,23.0
669,The Mummy,125000000,33.704935,2017,"425,413,455.42",110,5.4,2122,Action & Adventure,Horror,Mystery & Suspense,5.0,23.0
670,The Mummy,125000000,33.704935,2017,"425,413,455.42",110,5.4,2122,Action & Adventure,Drama,Horror,5.0,23.0
671,Blended,40000000,10.395472,2014,"133,407,569.82",117,6.6,1028,Comedy,,,32.0,134.0
672,Underworld,22000000,20.624333,2003,"133,003,545.95",121,6.6,2556,Action & Adventure,Horror,Science Fiction & Fantasy,37.0,152.0
673,Déjà Vu,75000000,14.922904,2006,"229,010,741.74",126,6.6,1519,Action & Adventure,Drama,Mystery & Suspense,41.0,149.0
674,The Call,13000000,8.611077,2013,"75,253,034.57",94,6.6,1275,Mystery & Suspense,,,29.0,128.0
675,The Fast and the Furious,38000000,1.406181,2001,"299,280,065.63",106,6.6,3485,Action & Adventure,Drama,,36.0,142.0
676,9,30000000,18.502876999999998,2009,"57,729,863.45",79,6.6,1291,Action & Adventure,Animation,Drama,41.0,182.0
677,Mad Max,400000,11.412619,1979,"352,203,856.75",93,6.6,1235,Action & Adventure,Cult Movies,Science Fiction & Fantasy,7.0,54.0
678,Madagascar,75000000,16.136217000000002,2005,"697,421,646.57",86,6.6,3322,Animation,Comedy,Kids & Family,45.0,186.0
679,Kingdom of Heaven,130000000,16.296471,2005,"277,097,570.41",144,6.6,1187,Action & Adventure,Classics,Drama,42.0,172.0
680,The Lovely Bones,65000000,12.738789,2009,"111,489,474.78",136,6.6,1101,Drama,Horror,Mystery & Suspense,54.0,237.0
681,Rango,135000000,10.581925,2011,"279,376,527.29",107,6.6,2094,Action & Adventure,Animation,Kids & Family,45.0,213.0
682,Crank,12000000,12.627593,2006,"54,451,722.14",88,6.6,1172,Action & Adventure,Comedy,Mystery & Suspense,21.0,86.0
683,Allied,85000000,13.085186,2016,"127,338,624.50",124,6.6,1415,Action & Adventure,Drama,Romance,50.0,243.0
684,Constantine,100000000,9.615691,2005,"302,289,938.30",121,6.6,1837,Action & Adventure,Horror,Mystery & Suspense,48.0,222.0
685,Iron Man 2,200000000,19.083344,2010,"731,498,178.53",124,6.6,6969,Action & Adventure,Science Fiction & Fantasy,,53.0,294.0
686,The Mask,23000000,14.134879999999999,1994,"606,611,856.75",101,6.6,2550,Action & Adventure,Comedy,Science Fiction & Fantasy,15.0,40.0
687,Bridget Jones's Diary,25000000,10.780524,2001,"407,055,045.63",97,6.6,1397,Comedy,Romance,,39.0,153.0
688,The Hitchhiker's Guide to the Galaxy,50000000,13.257254999999999,2005,"136,790,225.15",109,6.6,1340,Comedy,Science Fiction & Fantasy,,40.0,178.0
689,Money Monster,27000000,11.953822,2016,"99,384,841.01",98,6.5,1096,Drama,,,48.0,266.0
690,Miss Peregrine's Home for Peculiar Children,110000000,36.262655,2016,"315,880,826.45",127,6.5,3213,Kids & Family,Science Fiction & Fantasy,,44.0,244.0
691,Man of Steel,225000000,18.538834,2013,"727,423,171.47",143,6.5,6462,Action & Adventure,Science Fiction & Fantasy,,55.0,322.0
692,The Amazing Spider-Man 2,200000000,26.23687,2014,"762,365,641.58",142,6.5,4274,Action & Adventure,Drama,Science Fiction & Fantasy,59.0,297.0
693,The Heat,43000000,12.706403,2013,"174,132,994.96",117,6.5,1595,Comedy,,,43.0,174.0
694,Deepwater Horizon,110000000,13.1984,2016,"129,757,493.23",107,6.5,1478,Action & Adventure,Drama,,53.0,250.0
695,Austin Powers: International Man of Mystery,16500000,11.749158999999999,1997,"107,830,504.59",94,6.5,1033,Action & Adventure,Comedy,Mystery & Suspense,16.0,54.0
696,Blade,45000000,15.043454,1998,"205,789,132.64",120,6.5,1950,Action & Adventure,Horror,Science Fiction & Fantasy,27.0,94.0
697,Alice Through the Looking Glass,170000000,14.616079999999998,2016,"318,953,877.00",113,6.5,1782,Action & Adventure,Kids & Family,Science Fiction & Fantasy,44.0,248.0
698,Space Jam,80000000,11.054250999999999,1996,"407,751,051.63",88,6.5,1335,Comedy,Kids & Family,,22.0,67.0
699,Project X,12000000,9.803023,2012,"111,367,595.82",88,6.5,1624,Action & Adventure,Comedy,Drama,8.0,16.0
700,Project X,12000000,9.803023,2012,"111,367,595.82",88,6.5,1624,Comedy,Drama,Science Fiction & Fantasy,8.0,16.0
701,Bad Boys,19000000,9.262184,1995,"237,255,748.27",118,6.5,1729,Action & Adventure,,,14.0,46.0
702,Bad Boys,19000000,9.262184,1995,"237,255,748.27",118,6.5,1729,Action & Adventure,Drama,Mystery & Suspense,14.0,46.0
703,Armageddon,140000000,13.235111999999999,1998,"868,751,834.52",151,6.5,2540,Action & Adventure,Mystery & Suspense,Science Fiction & Fantasy,33.0,115.0
704,Maze Runner: The Scorch Trials,61000000,41.225769,2015,"335,816,016.79",132,6.5,3148,Action & Adventure,,,29.0,146.0
705,Jurassic World,150000000,32.790475,2015,"1,632,950,703.45",124,6.5,8842,Action & Adventure,Mystery & Suspense,Science Fiction & Fantasy,52.0,334.0
706,The Babadook,2000000,8.832788,2014,"7,212,393.89",93,6.5,1890,Drama,Horror,Mystery & Suspense,47.0,233.0
707,In the Heart of the Sea,100000000,11.696923,2015,"101,223,492.91",122,6.5,1300,Action & Adventure,Drama,,48.0,231.0
708,Con Air,75000000,11.545982,1997,"356,884,288.06",115,6.5,1289,Action & Adventure,,,17.0,56.0
709,Flight,31000000,10.973822,2012,"180,162,004.74",138,6.5,2449,Drama,Mystery & Suspense,,48.0,229.0
710,There's Something About Mary,23000000,11.688958,1998,"580,242,363.56",119,6.5,1616,Comedy,,,20.0,79.0
711,Dumb and Dumber,16000000,9.844558000000001,1994,"426,641,789.01",107,6.5,1894,Action & Adventure,Comedy,Special Interest,12.0,36.0
712,The Amazing Spider-Man,215000000,31.102266999999998,2012,"837,724,715.31",136,6.5,6734,Action & Adventure,Science Fiction & Fantasy,,54.0,319.0
713,Paul,40000000,10.24382,2011,"110,911,779.39",104,6.5,1825,Art House & International,Comedy,Science Fiction & Fantasy,47.0,198.0
714,Vanilla Sky,68000000,10.071057000000001,2001,"293,655,555.02",136,6.5,1100,Drama,Mystery & Suspense,Science Fiction & Fantasy,36.0,159.0
715,Mr. & Mrs. Smith,110000000,15.724373000000002,2005,"626,101,704.37",120,6.5,3048,Classics,Comedy,Romance,5.0,17.0
716,Mr. & Mrs. Smith,110000000,15.724373000000002,2005,"626,101,704.37",120,6.5,3048,Action & Adventure,Comedy,Mystery & Suspense,5.0,17.0
717,The Da Vinci Code,125000000,18.566706,2006,"973,867,516.70",149,6.5,2773,Action & Adventure,Drama,Mystery & Suspense,48.0,215.0
718,Mission: Impossible III,150000000,15.687983,2006,"504,614,325.74",126,6.5,2062,Action & Adventure,Mystery & Suspense,,50.0,217.0
719,Burn After Reading,37000000,13.206798999999998,2008,"194,441,345.30",96,6.5,1251,Comedy,Drama,,52.0,234.0
720,The Island,126000000,11.443647,2005,"213,344,092.34",136,6.5,1813,Drama,Horror,Mystery & Suspense,0.0,3.0
721,Tropic Thunder,92000000,8.980941,2008,"223,363,568.74",107,6.5,1707,Comedy,,,53.0,238.0
722,Step Brothers,65000000,8.579638000000001,2008,"152,146,419.23",98,6.5,1084,Comedy,,,48.0,200.0
723,The Tree of Life,32000000,11.204539,2011,"62,161,847.88",139,6.5,1009,Action & Adventure,Drama,Science Fiction & Fantasy,54.0,271.0
724,21,35000000,8.33756,2008,"82,925,183.39",123,6.5,1406,Drama,Mystery & Suspense,,40.0,164.0
725,Bridesmaids,32500000,6.8109910000000005,2011,"327,877,575.95",125,6.5,1697,Comedy,,,53.0,280.0
726,Rio,90000000,10.403228,2011,"551,006,508.81",96,6.5,2213,Action & Adventure,Animation,Comedy,36.0,145.0
727,Hanna,30000000,8.071196,2011,"72,517,017.98",111,6.5,1284,Action & Adventure,Mystery & Suspense,,50.0,221.0
728,The Ring,48000000,13.740965,2002,"354,410,906.99",115,6.5,1720,Drama,Horror,Mystery & Suspense,49.0,201.0
729,Unknown,30000000,14.443598999999999,2011,"148,697,562.08",113,6.5,1288,Drama,Horror,Mystery & Suspense,47.0,195.0
730,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,18000000,8.278336,2006,"331,766,620.24",82,6.5,1617,Comedy,,,50.0,213.0
731,The Adjustment Bureau,50200000,9.420301,2011,"145,381,059.18",106,6.5,1677,Science Fiction & Fantasy,Romance,,52.0,250.0
732,The Princess Diaries,37000000,7.387171,2001,"238,713,713.28",115,6.5,1063,Comedy,Drama,Kids & Family,31.0,112.0
733,Hellboy,66000000,13.206854000000002,2004,"134,440,788.65",122,6.5,2278,Action & Adventure,Horror,Science Fiction & Fantasy,43.0,197.0
734,Hellboy,66000000,13.206854000000002,2004,"134,440,788.65",122,6.5,2278,Action & Adventure,Science Fiction & Fantasy,,43.0,197.0
735,Angels & Demons,150000000,22.211558,2009,"425,109,819.82",138,6.5,2183,Drama,Mystery & Suspense,,54.0,248.0
736,Chicken Run,45000000,11.834245,2000,"333,857,131.33",84,6.5,1190,Action & Adventure,Animation,Comedy,42.0,161.0
737,Fast & Furious,85000000,1.498902,2009,"432,918,893.06",107,6.5,2426,Action & Adventure,Mystery & Suspense,,38.0,170.0
738,Public Enemies,80000000,10.364794,2009,"255,228,677.55",140,6.5,1371,Action & Adventure,Drama,,54.0,270.0
739,1408,25000000,9.196883999999999,2007,"116,785,206.02",104,6.5,1372,Horror,Mystery & Suspense,,41.0,172.0
740,Ocean's Thirteen,85000000,12.16276,2007,"383,997,288.74",122,6.5,2040,Action & Adventure,Comedy,Drama,54.0,196.0
741,Underworld: Evolution,50000000,12.496805,2006,"141,219,458.41",106,6.4,1548,Action & Adventure,Horror,Mystery & Suspense,23.0,99.0
742,Demolition Man,57000000,11.626116,1993,"281,457,161.78",115,6.4,1018,Action & Adventure,Comedy,Drama,11.0,28.0
743,Signs,72000000,11.211568,2002,"580,261,213.88",106,6.4,1624,Mystery & Suspense,Science Fiction & Fantasy,,44.0,222.0
744,Live Free or Die Hard,110000000,14.886039000000002,2007,"473,077,642.76",128,6.4,2122,Action & Adventure,Mystery & Suspense,,50.0,205.0
745,Epic,100000000,11.913405000000001,2013,"294,578,070.02",102,6.4,1143,Action & Adventure,Animation,Kids & Family,28.0,125.0
746,Forgetting Sarah Marshall,30000000,15.106676,2008,"124,908,339.55",111,6.4,1194,Comedy,Romance,,44.0,179.0
747,Warm Bodies,35000000,10.430238000000001,2013,"128,377,490.44",97,6.4,2698,Comedy,,,40.0,199.0
748,Oblivion,120000000,14.654053,2013,"314,048,514.42",124,6.4,4862,Action & Adventure,Science Fiction & Fantasy,,46.0,245.0
749,The Ugly Truth,38000000,8.450799,2009,"244,731,610.82",96,6.4,1005,Comedy,Romance,,44.0,164.0
750,X-Men: Apocalypse,178000000,28.712521999999996,2016,"579,517,187.65",144,6.4,4831,Action & Adventure,Science Fiction & Fantasy,,50.0,330.0
751,Evil Dead,17000000,12.01525,2013,"107,046,063.63",91,6.4,1754,Horror,Mystery & Suspense,,39.0,196.0
752,Cloverfield,25000000,12.868098,2008,"202,807,066.64",85,6.4,2297,Action & Adventure,Mystery & Suspense,Science Fiction & Fantasy,40.0,207.0
753,Minions,74000000,547.4882980000001,2015,"1,248,000,451.41",91,6.4,4729,Animation,Comedy,Kids & Family,39.0,214.0
754,Star Wars: Episode II - Attack of the Clones,120000000,14.072510999999999,2002,"923,019,191.05",142,6.4,4074,Cult Movies,Science Fiction & Fantasy,,51.0,239.0
755,Elysium,115000000,15.232738000000001,2013,"314,017,927.00",109,6.4,3510,Drama,Science Fiction & Fantasy,,55.0,247.0
756,Bruce Almighty,80000000,15.947524,2003,"673,398,227.77",101,6.4,3121,Comedy,Science Fiction & Fantasy,,44.0,182.0
757,Side Effects,30000000,11.645847,2013,"69,546,841.05",106,6.4,1340,Comedy,Drama,Romance,3.0,9.0
758,Side Effects,30000000,11.645847,2013,"69,546,841.05",106,6.4,1340,Drama,Mystery & Suspense,,3.0,9.0
759,Crimson Peak,55000000,13.492683999999999,2015,"80,572,280.53",119,6.4,1494,Horror,,,41.0,264.0
760,Joy,60000000,12.975936,2015,"109,113,834.96",124,6.4,1619,Drama,,,49.0,259.0
761,Night at the Museum,110000000,16.661966,2006,"728,644,598.43",108,6.4,2949,Action & Adventure,Comedy,Kids & Family,37.0,129.0
762,Mamma Mia!,52000000,10.534436999999999,2008,"724,275,460.20",108,6.4,1435,Comedy,Musical & Performing Arts,Romance,44.0,174.0
763,Let's Be Cops,17000000,15.962793,2014,"147,587,912.95",104,6.4,1234,Action & Adventure,Comedy,,19.0,80.0
764,Ace Ventura: Pet Detective,15000000,11.247957000000001,1994,"184,989,798.63",86,6.4,1684,Action & Adventure,Comedy,,11.0,43.0
765,The Grey,25000000,14.31675,2012,"86,063,019.32",117,6.4,1476,Action & Adventure,Drama,,42.0,203.0
766,Hannibal,87000000,2.48875,2001,"507,779,293.78",131,6.4,1296,Drama,Mystery & Suspense,,42.0,162.0
767,Final Destination,23000000,14.961416,2000,"79,148,674.16",98,6.4,1416,Horror,Mystery & Suspense,,28.0,65.0
768,Yes Man,70000000,9.756289,2008,"268,397,088.13",104,6.4,1869,Comedy,,,41.0,148.0
769,Rush Hour 2,90000000,8.345985,2001,"501,474,915.71",90,6.4,1078,Action & Adventure,Comedy,,34.0,108.0
770,The Giver,25000000,12.472206,2014,"72,357,002.95",94,6.4,1859,Drama,Science Fiction & Fantasy,,40.0,162.0
771,Secret Window,40000000,9.524283,2004,"125,769,707.91",96,6.4,1007,Drama,Mystery & Suspense,,40.0,148.0
772,The Polar Express,165000000,14.275360000000001,2004,"414,041,419.59",100,6.4,1524,Animation,Drama,Kids & Family,50.0,202.0
773,Horrible Bosses,35000000,9.856955000000001,2011,"133,023,121.39",98,6.4,2341,Comedy,,,50.0,215.0
774,National Treasure,100000000,18.932203,2004,"470,320,006.86",131,6.4,1974,Action & Adventure,,,44.0,167.0
775,Ocean's Twelve,110000000,11.869347,2004,"491,020,182.09",125,6.4,2169,Action & Adventure,Comedy,Drama,41.0,166.0
776,Elf,32000000,8.754132,2003,"240,967,397.02",97,6.4,1007,Comedy,Kids & Family,Special Interest,47.0,189.0
777,American Pie,11000000,18.344227,1999,"361,422,593.77",95,6.4,2358,Comedy,,,27.0,115.0
778,Wanted,75000000,12.457896,2008,"306,733,121.44",110,6.4,2583,Action & Adventure,Mystery & Suspense,Science Fiction & Fantasy,45.0,201.0
779,The Matrix Revolutions,150000000,15.368205,2003,"590,595,030.18",129,6.4,3155,Mystery & Suspense,Science Fiction & Fantasy,,41.0,193.0
780,Star Wars: Episode I - The Phantom Menace,115000000,15.649091,1999,"1,418,655,459.67",136,6.4,4526,Cult Movies,Kids & Family,Science Fiction & Fantasy,52.0,200.0
781,Wedding Crashers,40000000,11.100597,2005,"373,372,722.34",119,6.4,1406,Comedy,Romance,,48.0,182.0
782,Pirates of the Caribbean: On Stranger Tides,380000000,27.88772,2011,"1,188,924,051.45",136,6.4,5068,Action & Adventure,Comedy,Science Fiction & Fantasy,49.0,269.0
783,Resident Evil,33000000,7.781292999999999,2002,"146,377,038.43",100,6.4,2100,Action & Adventure,Horror,Mystery & Suspense,27.0,121.0
784,Madagascar 3: Europe's Most Wanted,145000000,13.829042000000001,2012,"831,828,265.51",93,6.4,1857,Action & Adventure,Animation,Comedy,32.0,124.0
785,Bolt,150000000,15.580915,2008,"368,146,235.33",98,6.3,1798,Action & Adventure,Animation,Comedy,43.0,180.0
786,Oculus,5000000,8.698042999999998,2013,"48,319,887.99",104,6.3,1079,Drama,Horror,,34.0,149.0
787,Lucy,40000000,36.447603,2014,"136,704,787.29",89,6.3,6048,Action & Adventure,,,49.0,230.0
788,Warcraft,160000000,12.572718,2016,"462,046,898.72",123,6.3,2325,Action & Adventure,Science Fiction & Fantasy,,45.0,226.0
789,Run All Night,50000000,16.838145,2015,"77,208,069.08",114,6.3,1169,Mystery & Suspense,,,36.0,181.0
790,The Mask of Zorro,95000000,11.348096,1998,"392,630,523.50",136,6.3,1211,Action & Adventure,Romance,,15.0,53.0
791,Kick-Ass 2,28000000,13.570264000000002,2013,"66,613,690.99",103,6.3,2275,Action & Adventure,Comedy,,41.0,204.0
792,The Chronicles of Narnia: Prince Caspian,225000000,12.490891,2008,"498,396,963.79",150,6.3,1668,Action & Adventure,Kids & Family,Science Fiction & Fantasy,45.0,186.0
793,Blade II,54000000,17.050639999999998,2002,"220,322,763.66",117,6.3,1556,Action & Adventure,Horror,,36.0,148.0
794,Machete,20000000,7.120403,2010,"36,728,765.59",105,6.3,1171,Action & Adventure,Mystery & Suspense,,37.0,187.0
795,Eagle Eye,80000000,14.324875,2008,"211,479,896.39",118,6.3,1038,Drama,Mystery & Suspense,,44.0,176.0
796,White House Down,150000000,9.920223,2013,"225,374,569.32",131,6.3,1910,Action & Adventure,Drama,,44.0,198.0
797,The Wolverine,120000000,3.9182870000000003,2013,"455,914,935.99",126,6.3,4110,Action & Adventure,,,50.0,252.0
798,Insidious: Chapter 3,10000000,10.098792,2015,"112,533,732.91",97,6.3,1005,Horror,,,28.0,124.0
799,The Number 23,30000000,8.140941,2007,"95,676,963.80",101,6.3,1045,Mystery & Suspense,,,49.0,189.0
800,The Blair Witch Project,60000,14.838385999999998,1999,"380,633,853.54",81,6.3,1090,Horror,,,39.0,148.0
801,Safe House,85000000,8.338675,2012,"231,729,466.98",115,6.3,1361,Action & Adventure,Mystery & Suspense,,38.0,187.0
802,Why Him?,38000000,14.531429,2016,"125,755,681.69",111,6.3,1203,Comedy,,,30.0,153.0
803,Saw II,4000000,15.399863,2005,"200,219,899.03",92,6.3,1288,Horror,Mystery & Suspense,,30.0,109.0
804,Bad Boys II,130000000,8.191436,2003,"379,852,850.38",147,6.3,1588,Action & Adventure,Comedy,Mystery & Suspense,47.0,175.0
805,Just Go with It,80000000,9.267959,2011,"244,351,430.28",117,6.3,1588,Comedy,Romance,,36.0,135.0
806,Life,58000000,36.263803,2017,"104,890,003.24",103,6.3,1959,Comedy,Drama,,15.0,36.0
807,Life,58000000,36.263803,2017,"104,890,003.24",103,6.3,1959,Drama,,,15.0,36.0
808,Life,58000000,36.263803,2017,"104,890,003.24",103,6.3,1959,Action & Adventure,Drama,Science Fiction & Fantasy,15.0,36.0
809,Lights Out,4900000,11.494907,2016,"158,607,337.96",81,6.3,1174,Horror,,,36.0,174.0
810,13 Going on 30,37000000,12.632595,2004,"130,564,964.12",98,6.3,1260,Comedy,Romance,,38.0,149.0
811,The Chronicles of Riddick,105000000,5.060352,2004,"156,713,011.27",119,6.3,1593,Action & Adventure,Horror,Science Fiction & Fantasy,36.0,154.0
812,Bad Moms,20000000,9.362056,2016,"195,968,558.84",100,6.3,1287,Comedy,,,37.0,165.0
813,Ted,50000000,19.638605,2012,"611,818,284.61",106,6.3,4811,Comedy,,,45.0,213.0
814,Home Alone 2: Lost in New York,18000000,13.293722,1992,"654,270,654.54",120,6.3,2459,Comedy,Kids & Family,,12.0,37.0
815,Prometheus,130000000,16.624854,2012,"449,000,894.20",124,6.3,5152,Action & Adventure,Drama,Horror,55.0,292.0
816,The Mechanic,40000000,9.832342,2011,"58,064,941.53",93,6.3,1066,Action & Adventure,Classics,Drama,1.0,5.0
817,The Mechanic,40000000,9.832342,2011,"58,064,941.53",93,6.3,1066,Action & Adventure,Drama,Mystery & Suspense,1.0,5.0
818,The Witch,3500000,11.840138,2016,"43,068,344.74",92,6.3,1471,Horror,,,54.0,316.0
819,Unstoppable,100000000,12.697059,2010,"196,734,789.80",98,6.3,1193,Action & Adventure,Drama,Mystery & Suspense,42.0,187.0
820,Self/less,26000000,25.301568,2015,"32,931,598.68",116,6.3,1122,Drama,Mystery & Suspense,Science Fiction & Fantasy,35.0,138.0
821,The Beach,40000000,14.430310999999998,2000,"213,910,234.76",119,6.3,1271,Action & Adventure,Drama,Romance,32.0,96.0
822,Black Mass,53000000,10.61072,2015,"106,636,472.03",122,6.3,1262,Drama,,,52.0,277.0
823,Jack Reacher,60000000,12.789812,2012,"243,160,671.35",130,6.3,3046,Drama,Mystery & Suspense,,46.0,178.0
824,Spectre,245000000,24.926576999999998,2015,"950,162,436.80",148,6.3,4552,Action & Adventure,,,53.0,340.0
825,X-Men: The Last Stand,210000000,0.867943,2006,"582,630,149.87",104,6.3,3581,Action & Adventure,Science Fiction & Fantasy,,51.0,234.0
826,Over the Hedge,80000000,9.382953,2006,"435,548,988.38",83,6.3,1116,Animation,Comedy,Kids & Family,44.0,167.0
827,Silent Hill,50000000,7.9384570000000005,2006,"123,800,722.88",125,6.3,1093,Action & Adventure,Horror,,22.0,98.0
828,Hitch,70000000,13.350760000000001,2005,"481,942,024.55",118,6.3,1721,Comedy,Romance,,38.0,173.0
829,The Other Woman,40000000,9.389353999999999,2014,"212,576,895.02",109,6.2,1467,Drama,,,18.0,45.0
830,The Other Woman,40000000,9.389353999999999,2014,"212,576,895.02",109,6.2,1467,Comedy,,,18.0,45.0
831,Neighbors,18000000,11.90575,2014,"289,682,497.59",96,6.2,2773,Comedy,,,1.0,4.0
832,Neighbors,18000000,11.90575,2014,"289,682,497.59",96,6.2,2773,Comedy,,,1.0,4.0
833,Kong: Skull Island,185000000,29.429112,2017,"591,159,216.76",118,6.2,3161,Action & Adventure,Mystery & Suspense,Science Fiction & Fantasy,50.0,369.0
834,Despicable Me 3,80000000,36.631519,2017,"1,064,178,732.31",96,6.2,2002,Animation,Comedy,Kids & Family,31.0,189.0
835,The Village,60000000,8.172707,2004,"347,472,503.25",108,6.2,1101,Drama,Mystery & Suspense,Science Fiction & Fantasy,45.0,209.0
836,The Day After Tomorrow,125000000,15.049695000000002,2004,"736,741,414.46",124,6.2,2462,Action & Adventure,Drama,Mystery & Suspense,45.0,197.0
837,The 40 Year Old Virgin,26000000,11.519662,2005,"143,298,360.99",116,6.2,2020,Comedy,,,42.0,182.0
838,A Walk Among the Tombstones,28000000,14.914924,2014,"57,450,507.48",113,6.2,1145,Action & Adventure,Drama,,38.0,155.0
839,The Shallows,17000000,13.689175,2016,"126,891,932.59",86,6.2,1619,Drama,Mystery & Suspense,,34.0,211.0
840,Insurgent,110000000,27.887186,2015,"318,533,367.07",119,6.2,3921,Action & Adventure,Drama,Science Fiction & Fantasy,48.0,198.0
841,Ted 2,68000000,42.061481,2015,"234,146,311.19",115,6.2,2524,Comedy,,,44.0,199.0
842,Knocked Up,30000000,9.058516000000001,2007,"270,226,076.47",129,6.2,1255,Comedy,Romance,,53.0,249.0
843,Goosebumps,58000000,12.365292,2015,"170,642,299.12",103,6.2,1022,Horror,Kids & Family,Mystery & Suspense,34.0,157.0
844,2 Fast 2 Furious,76000000,2.32462,2003,"328,450,347.92",107,6.2,2087,Action & Adventure,Drama,Mystery & Suspense,38.0,141.0
845,Central Intelligence,50000000,11.374041,2016,"231,166,163.52",107,6.2,1699,Action & Adventure,Comedy,,41.0,183.0
846,Madagascar: Escape 2 Africa,150000000,12.668733,2008,"717,219,324.28",89,6.2,1866,Action & Adventure,Animation,Comedy,37.0,152.0
847,Hancock,150000000,11.017324,2008,"741,125,453.62",92,6.2,3050,Action & Adventure,Comedy,Drama,48.0,212.0
848,Transporter 2,32000000,11.359658999999999,2005,"111,507,246.76",87,6.2,1076,Action & Adventure,,,32.0,114.0
849,Tomorrowland,190000000,22.296076,2015,"225,657,215.76",130,6.2,2904,Science Fiction & Fantasy,,,49.0,285.0
850,War of the Worlds,132000000,19.929377,2005,"774,745,310.86",116,6.2,2397,Action & Adventure,Science Fiction & Fantasy,,51.0,250.0
851,The Girl on the Train,45000000,10.217291,2016,"184,515,100.61",112,6.2,1837,Drama,Mystery & Suspense,,54.0,296.0
852,Dracula Untold,70000000,16.316318,2014,"232,829,812.83",92,6.2,2439,Action & Adventure,Drama,Science Fiction & Fantasy,26.0,131.0
853,Transformers: The Last Knight,260000000,39.186819,2017,"631,104,471.50",149,6.2,1440,Action & Adventure,Drama,Science Fiction & Fantasy,40.0,243.0
854,The A-Team,110000000,16.747792999999998,2010,"207,794,406.86",117,6.2,1737,Action & Adventure,Comedy,,43.0,209.0
855,Olympus Has Fallen,70000000,10.978188000000001,2013,"176,713,545.70",120,6.2,3010,Action & Adventure,Drama,,38.0,189.0
856,The Karate Kid,40000000,11.690781,2010,"419,545,425.96",140,6.2,1675,Drama,Kids & Family,,6.0,31.0
857,The Karate Kid,40000000,11.690781,2010,"419,545,425.96",140,6.2,1675,Action & Adventure,Drama,Kids & Family,6.0,31.0
